Rural_Area,Quantity,Percentage,country_name,job_name
Yes,3,0.05,Germany,Head of Information Systems and Data Processing
Yes,2,0.04,Germany,Clinical Data Coordinator
Yes,4,0.07,Germany,Data Warehousing Engineer
Yes,4,0.07,Germany,Data Warehousing Specialist
Yes,5,0.09,Germany,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,7,0.12,Germany,Database Development and Administration Project Manager
Yes,2,0.04,Germany,Data Warehouse Analyst
Yes,1,0.02,Germany,Data Input Clerk
Yes,4,0.07,Germany,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Germany,Data Abstractor
Yes,2,0.04,Germany,Database Modeler
Yes,1,0.02,Germany,Survey Data Technician
Yes,1,0.02,Germany,Data Coder Operator
Yes,4,0.07,Germany,Data Base Design Analyst
Yes,1,0.02,Germany,Flight Test Data Acquisition Technician
Yes,2,0.04,Germany,Database Designer
Yes,1,0.02,Germany,Data Management Manager
Yes,3,0.05,Germany,Database Administration Associate
Yes,2,0.04,Germany,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,5,0.09,Germany,Database Specialist
Yes,1,0.02,Germany,Data Entry Technician
Yes,4,0.07,Germany,Databases Software Consultant
Yes,6,0.11,Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,3,0.05,Germany,Data Management Information Technology Specialist
Yes,5,0.09,Germany,Data Officer
Yes,4,0.07,Germany,Data Warehouse Architect
Yes,2,0.04,Germany,Data Warehouse Specialist
Yes,1,0.02,Germany,Medical Data Analyst
Yes,2,0.04,Germany,Database Coordinator
Yes,5,0.09,Germany,Data Systems Manager
Yes,7,0.12,Germany,Data Warehouse Developer
Yes,4,0.07,Germany,Automatic Data Processing Planner
Yes,2,0.04,Germany,Data Processing Consultant
Yes,4,0.07,Germany,Data Communications Software Consultant
Yes,6,0.11,Germany,Data Scientist
Yes,3,0.05,Germany,Data Operations Director
Yes,1,0.02,Germany,Data Processing Clerk
Yes,1,0.02,Germany,Electronic Data Processing Auditor (EDP Auditor)
Yes,2,0.04,Germany,Internet Database Specialist
Yes,2,0.04,Germany,Data Security Analyst
Yes,4,0.07,Germany,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,1,0.02,Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
Yes,6,0.11,Germany,Automatic Data Processing Planner (ADP Planner)
Yes,4,0.07,Germany,Database Manager
Yes,2,0.04,Germany,Data Compiler
Yes,6,0.11,Germany,Data Processing Manager
Yes,1,0.02,Germany,Micro Computer Data Processor
Yes,1,0.02,Germany,Data Specialist
Yes,1,0.02,Germany,Data Processing Supervisor
Yes,6,0.11,Germany,Data Processing Systems Project Planner
Yes,1,0.02,Germany,Data Center Manager
Yes,1,0.02,Germany,Data Modeler
Yes,1,0.02,Germany,Datastage Developer
Yes,4,0.07,Germany,Database Architect
Yes,1,0.02,Germany,Data Center Operator
Yes,2,0.04,Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator)
Yes,3,0.05,Germany,Data Processing Auditor
Yes,8,0.14,Germany,Data Communications Analyst
Yes,9,0.16,Germany,Oracle Database Administrator (Oracle DBA)
Yes,1,0.02,Germany,GPS Field Data Collector (Global Positioning System Field Data Collector)
Yes,3,0.05,Germany,Data Warehousing Manager
Yes,1,0.02,Germany,Data Sciences Director
Yes,1,0.02,Germany,Data Manager
Yes,1,0.02,Germany,Clinical Data Abstractor
Yes,5,0.09,Germany,Data Architect
Yes,1,0.02,Germany,Data Control Clerk Supervisor
Yes,3,0.05,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Germany,Customer Data Technician
Yes,3,0.05,Germany,Director of Data Operations
Yes,7,0.12,Germany,Data Miner
Yes,1,0.02,Germany,Database Consultant
Yes,4,0.07,Germany,Database Security Expert
Yes,4,0.07,Germany,Data Processing Systems Analyst
Yes,3,0.05,Germany,Databases Computer Consultant
Yes,5,0.09,Germany,Data Security Administrator
Yes,2,0.04,Germany,Data Processor
Yes,1,0.02,Germany,Clinical Data Analyst
Yes,2,0.04,Germany,Voice and Data Technician
Yes,1,0.02,Germany,Clinical Data Manager
Yes,1,0.02,Germany,Data Processing Services Sales Representative
Yes,5,0.09,Germany,Computer or Data Processing Systems Consultant
Yes,3,0.05,Germany,Data Transcriber
Yes,1,0.02,Denmark,Data Keyer
Yes,1,0.02,Denmark,Database Engineer
Yes,1,0.02,Denmark,Data Warehousing Specialist
Yes,1,0.02,Denmark,Data Warehouse Analyst
Yes,1,0.02,Denmark,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Denmark,Survey Data Technician
Yes,1,0.02,Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Denmark,Data Officer
Yes,1,0.02,Denmark,Data Warehouse Architect
Yes,1,0.02,Denmark,Data Warehouse Specialist
Yes,1,0.02,Denmark,Database Coordinator
Yes,1,0.02,Denmark,Automatic Data Processing Planner
Yes,1,0.02,Denmark,Data Communications Software Consultant
Yes,1,0.02,Denmark,Internet Database Specialist
Yes,1,0.02,Denmark,Data Architect
Yes,1,0.02,Denmark,Database Security Expert
Yes,1,0.02,Denmark,Clinical Data Manager
Yes,1,0.02,Spain,Data Processing Equipment Repairer
Yes,1,0.02,Spain,Marketing Database Analyst
Yes,1,0.02,Spain,Data Coordinator
Yes,2,0.04,Spain,Database Marketing Analyst
Yes,1,0.02,Spain,Database Security Administrator
Yes,1,0.02,Spain,Database Tester
Yes,1,0.02,Spain,Database Engineer
Yes,1,0.02,Spain,Data Storage Specialist
Yes,3,0.05,Spain,Database Administration Manager
Yes,1,0.02,Spain,Data Management Associate
Yes,2,0.04,Spain,Data Modeling Specialist
Yes,1,0.02,Spain,Data Entry Specialist
Yes,2,0.04,Spain,Database Software Technician
Yes,1,0.02,Spain,Data Collector
Yes,2,0.04,Spain,Head of Information Systems and Data Processing
Yes,1,0.02,Spain,Data Warehousing Engineer
Yes,2,0.04,Spain,Database Development and Administration Project Manager
Yes,1,0.02,Spain,Data Warehouse Analyst
Yes,3,0.05,Spain,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Spain,Data Recovery Planner
Yes,1,0.02,Spain,Database Modeler
Yes,3,0.05,Spain,Database Designer
Yes,2,0.04,Spain,Data Entry Machine Operator
Yes,3,0.05,Spain,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Spain,Database Specialist
Yes,1,0.02,Spain,Clinical Data Management Manager (CDM Manager)
Yes,2,0.04,Spain,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Spain,Data Warehouse Architect
Yes,2,0.04,Spain,Data Warehouse Specialist
Yes,3,0.05,Spain,Database Coordinator
Yes,1,0.02,Spain,Data Systems Manager
Yes,1,0.02,Spain,Automatic Data Processing Planner
Yes,1,0.02,Spain,Data Processing Consultant
Yes,1,0.02,Spain,Data Communications Software Consultant
Yes,1,0.02,Spain,Data Processing Clerk
Yes,2,0.04,Spain,Internet Database Specialist
Yes,2,0.04,Spain,Data Security Analyst
Yes,1,0.02,Spain,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,1,0.02,Spain,Database Manager
Yes,1,0.02,Spain,Data Compiler
Yes,1,0.02,Spain,Micro Computer Data Processor
Yes,1,0.02,Spain,Database Development Project Manager
Yes,1,0.02,Spain,Data Processing Systems Project Planner
Yes,1,0.02,Spain,Database Architect
Yes,1,0.02,Spain,Data Processing Auditor
Yes,1,0.02,Spain,Data Sciences Director
Yes,1,0.02,Spain,Data Architect
Yes,1,0.02,Spain,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,3,0.05,Spain,SQL Database Administrator
Yes,2,0.04,Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,2,0.04,Spain,Data Miner
Yes,2,0.04,Spain,Database Security Expert
Yes,1,0.02,Spain,Data Processing Systems Analyst
Yes,1,0.02,Spain,Databases Computer Consultant
Yes,2,0.04,Spain,Data Security Administrator
Yes,1,0.02,Spain,Reference Data Expert
Yes,1,0.02,Spain,Data Entry Associate
Yes,1,0.02,Spain,Computer or Data Processing Systems Consultant
Yes,1,0.02,Finland,Data Storage Specialist
Yes,1,0.02,Finland,Data Warehousing Specialist
Yes,1,0.02,Finland,Field Artillery Automated Tactical Data System Specialist
Yes,1,0.02,Finland,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Finland,Data Officer
Yes,1,0.02,Finland,Data Scientist
Yes,1,0.02,Finland,Internet Database Specialist
Yes,1,0.02,Finland,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,1,0.02,Finland,Data Warehousing Manager
Yes,1,0.02,Finland,Data Architect
Yes,1,0.02,Finland,Data Processing Systems Analyst
Yes,1,0.02,Finland,Databases Computer Consultant
Yes,1,0.02,Finland,Computer or Data Processing Systems Consultant
Yes,1,0.02,France,Database Analyst
Yes,1,0.02,France,Marketing Database Analyst
Yes,6,0.11,France,Data Coordinator
Yes,3,0.05,France,Data Communications Technician
Yes,4,0.07,France,Database Marketing Analyst
Yes,1,0.02,France,Data Entry Clerk
Yes,1,0.02,France,Naval Tactical Data System--Combat Information Center Officer
Yes,1,0.02,France,Database Administration Project Manager
Yes,6,0.11,France,Database Security Administrator
Yes,4,0.07,France,Database Tester
Yes,1,0.02,France,Clinical Data Management Associate Director
Yes,5,0.09,France,Electronic Data Interchange System Developer (EDI System Developer)
Yes,3,0.05,France,Data Administrator
Yes,2,0.04,France,Database Engineer
Yes,3,0.05,France,Data Storage Specialist
Yes,1,0.02,France,SCADA Technician (Supervisory Control and Data Acquisition Technician)
Yes,7,0.12,France,Data Management Associate
Yes,2,0.04,France,Data Modeling Specialist
Yes,1,0.02,France,Maintenance Data Analyst
Yes,1,0.02,France,Data Entry Specialist
Yes,5,0.09,France,Database Software Technician
Yes,1,0.02,France,Head of Information Systems and Data Processing
Yes,1,0.02,France,Clinical Data Coordinator
Yes,1,0.02,France,Data Warehousing Engineer
Yes,5,0.09,France,Data Warehousing Specialist
Yes,3,0.05,France,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,4,0.07,France,Database Development and Administration Project Manager
Yes,3,0.05,France,Data Warehouse Analyst
Yes,2,0.04,France,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,France,Data Collection Technician
Yes,5,0.09,France,Database Modeler
Yes,1,0.02,France,Survey Data Technician
Yes,3,0.05,France,Data Base Design Analyst
Yes,1,0.02,France,Flight Test Data Acquisition Technician
Yes,4,0.07,France,Database Designer
Yes,5,0.09,France,Database Administration Associate
Yes,1,0.02,France,Data Entry Machine Operator
Yes,2,0.04,France,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,2,0.04,France,Database Design Analyst
Yes,3,0.05,France,Database Specialist
Yes,2,0.04,France,Clinical Data Management Manager (CDM Manager)
Yes,2,0.04,France,Databases Software Consultant
Yes,5,0.09,France,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,2,0.04,France,Data Management Information Technology Specialist
Yes,5,0.09,France,Data Officer
Yes,3,0.05,France,Data Warehouse Architect
Yes,2,0.04,France,Data Warehouse Specialist
Yes,2,0.04,France,Medical Data Analyst
Yes,7,0.12,France,Database Coordinator
Yes,4,0.07,France,Data Systems Manager
Yes,3,0.05,France,Data Warehouse Developer
Yes,5,0.09,France,Automatic Data Processing Planner
Yes,2,0.04,France,Data Communications Software Consultant
Yes,2,0.04,France,Data Scientist
Yes,3,0.05,France,Data Operations Director
Yes,1,0.02,France,Electronic Data Processing Auditor (EDP Auditor)
Yes,3,0.05,France,Internet Database Specialist
Yes,1,0.02,France,Data Entry Representative
Yes,4,0.07,France,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,2,0.04,France,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
Yes,2,0.04,France,Automatic Data Processing Planner (ADP Planner)
Yes,2,0.04,France,Database Manager
Yes,1,0.02,France,Database Programmer
Yes,2,0.04,France,Data Processing Manager
Yes,1,0.02,France,Micro Computer Data Processor
Yes,1,0.02,France,Data Specialist
Yes,2,0.04,France,Data Processing Systems Project Planner
Yes,1,0.02,France,Data Technician
Yes,2,0.04,France,Business Database Analyst
Yes,4,0.07,France,Database Architect
Yes,1,0.02,France,SCADA Operator (Supervisory Control and Data Acquisition Operator)
Yes,3,0.05,France,Data Processing Auditor
Yes,2,0.04,France,Data Communications Analyst
Yes,3,0.05,France,Oracle Database Administrator (Oracle DBA)
Yes,3,0.05,France,Data Warehousing Manager
Yes,1,0.02,France,Data Manager
Yes,6,0.11,France,Data Architect
Yes,2,0.04,France,SQL Database Administrator
Yes,4,0.07,France,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,5,0.09,France,Director of Data Operations
Yes,6,0.11,France,Data Miner
Yes,4,0.07,France,Database Consultant
Yes,3,0.05,France,Database Security Expert
Yes,4,0.07,France,Data Processing Systems Analyst
Yes,2,0.04,France,Databases Computer Consultant
Yes,3,0.05,France,Data Security Administrator
Yes,1,0.02,France,Reference Data Expert
Yes,3,0.05,France,Log Data Technician
Yes,1,0.02,France,Field Traffic Data Technician
Yes,6,0.11,France,Computer or Data Processing Systems Consultant
Yes,1,0.02,France,Data Transcriber
Yes,1,0.02,,Data Reduction Technician
Yes,1,0.02,,Data Keyer
Yes,2,0.04,,Marketing Database Analyst
Yes,6,0.11,,Data Coordinator
Yes,4,0.07,,Database Marketing Analyst
Yes,2,0.04,,Naval Tactical Data System--Combat Information Center Officer
Yes,2,0.04,,Database Administration Project Manager
Yes,2,0.04,,Database Security Administrator
Yes,1,0.02,,Flight Data Technician
Yes,2,0.04,,Database Tester
Yes,2,0.04,,Electronic Data Interchange System Developer (EDI System Developer)
Yes,6,0.11,,Data Administrator
Yes,3,0.05,,Database Engineer
Yes,1,0.02,,Data Storage Specialist
Yes,2,0.04,,Database Administration Manager
Yes,1,0.02,,Data Management Associate
Yes,3,0.05,,Data Modeling Specialist
Yes,1,0.02,,Data Processing Control Clerk
Yes,1,0.02,,Database Software Technician
Yes,3,0.05,,Head of Information Systems and Data Processing
Yes,4,0.07,,Data Warehousing Specialist
Yes,3,0.05,,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,1,0.02,,Database Development and Administration Project Manager
Yes,1,0.02,,Data Warehouse Analyst
Yes,5,0.09,,Database Management System Specialist (DBMS Specialist)
Yes,2,0.04,,Database Modeler
Yes,1,0.02,,Data Base Design Analyst
Yes,1,0.02,,Flight Test Data Acquisition Technician
Yes,1,0.02,,Data Reviewer
Yes,3,0.05,,Database Designer
Yes,1,0.02,,Data Processing Mechanic
Yes,3,0.05,,Database Administration Associate
Yes,1,0.02,,Data Entry Machine Operator
Yes,1,0.02,,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,2,0.04,,Database Design Analyst
Yes,2,0.04,,Database Specialist
Yes,2,0.04,,Databases Software Consultant
Yes,4,0.07,,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,2,0.04,,Data Officer
Yes,5,0.09,,Data Warehouse Architect
Yes,3,0.05,,Data Warehouse Specialist
Yes,1,0.02,,Medical Data Analyst
Yes,3,0.05,,Database Coordinator
Yes,2,0.04,,Data Systems Manager
Yes,4,0.07,,Data Warehouse Developer
Yes,3,0.05,,Automatic Data Processing Planner
Yes,1,0.02,,Data Processing Consultant
Yes,4,0.07,,Data Communications Software Consultant
Yes,2,0.04,,Data Scientist
Yes,2,0.04,,Electronic Data Processing Auditor (EDP Auditor)
Yes,4,0.07,,Internet Database Specialist
Yes,1,0.02,,Data Entry Representative
Yes,5,0.09,,Data Security Analyst
Yes,4,0.07,,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,3,0.05,,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
Yes,1,0.02,,Automatic Data Processing Planner (ADP Planner)
Yes,6,0.11,,Database Manager
Yes,2,0.04,,Data Compiler
Yes,4,0.07,,Data Processing Manager
Yes,1,0.02,,Database Development Project Manager
Yes,1,0.02,,Data Processing Supervisor
Yes,3,0.05,,Data Processing Systems Project Planner
Yes,1,0.02,,Data Technician
Yes,1,0.02,,Business Database Analyst
Yes,2,0.04,,Data Entry Operator
Yes,4,0.07,,Database Architect
Yes,2,0.04,,Data Examination Clerk
Yes,3,0.05,,Data Processing Auditor
Yes,5,0.09,,Data Communications Analyst
Yes,1,0.02,,Oracle Database Administrator (Oracle DBA)
Yes,2,0.04,,Data Warehousing Manager
Yes,2,0.04,,Data Architect
Yes,4,0.07,,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,5,0.09,,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,2,0.04,,Customer Data Technician
Yes,1,0.02,,Director of Data Operations
Yes,2,0.04,,Data Miner
Yes,2,0.04,,Database Consultant
Yes,2,0.04,,Database Security Expert
Yes,4,0.07,,Data Processing Systems Analyst
Yes,4,0.07,,Databases Computer Consultant
Yes,1,0.02,,Data Security Administrator
Yes,1,0.02,,Data Processor
Yes,1,0.02,,Database Developer
Yes,1,0.02,,Data Processing Services Sales Representative
Yes,1,0.02,,Data Entry Associate
Yes,1,0.02,,Field Traffic Data Technician
Yes,3,0.05,,Computer or Data Processing Systems Consultant
Yes,1,0.02,,Weight in Motion Field Data Collection Technician
Yes,1,0.02,,SCADA Technician (Supervisory Control and Data Acquisition Technician)
Yes,1,0.02,,Data Warehousing Specialist
Yes,1,0.02,,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,1,0.02,,Database Administration Associate
Yes,1,0.02,,Data Entry Technician
Yes,1,0.02,,Data Scientist
Yes,1,0.02,,Internet Database Specialist
Yes,1,0.02,,Geographic Information Systems Data Administrator (GIS Data Administrator)
Yes,1,0.02,,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
Yes,1,0.02,,Database Manager
Yes,1,0.02,,Data Examination Clerk
Yes,1,0.02,,Data Architect
Yes,1,0.02,,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Croatia,Data Coordinator
Yes,1,0.02,Croatia,Data Administrator
Yes,1,0.02,Croatia,Data Analysis Assistant
Yes,1,0.02,Croatia,Data Warehouse Developer
Yes,1,0.02,Croatia,Data Security Administrator
Yes,1,0.02,Hungary,Database Analyst
Yes,1,0.02,Hungary,Data Keyer
Yes,1,0.02,Hungary,Data Coordinator
Yes,1,0.02,Hungary,Data Administrator
Yes,1,0.02,Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)"
Yes,1,0.02,Hungary,Data Processing Auxiliary Equipment Operator
Yes,1,0.02,Hungary,Data Storage Specialist
Yes,1,0.02,Hungary,Database Administration Manager
Yes,1,0.02,Hungary,Data Management Associate
Yes,2,0.04,Hungary,Data Modeling Specialist
Yes,2,0.04,Hungary,Head of Information Systems and Data Processing
Yes,1,0.02,Hungary,Data Entry Supervisor
Yes,1,0.02,Hungary,Data Warehousing Engineer
Yes,1,0.02,Hungary,Data Warehouse Analyst
Yes,1,0.02,Hungary,Database Management System Specialist (DBMS Specialist)
Yes,1,0.02,Hungary,Data Collection Technician
Yes,1,0.02,Hungary,Database Modeler
Yes,1,0.02,Hungary,Flight Test Data Acquisition Technician
Yes,2,0.04,Hungary,Database Administration Associate
Yes,1,0.02,Hungary,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,1,0.02,Hungary,Databases Software Consultant
Yes,1,0.02,Hungary,Data Management Information Technology Specialist
Yes,3,0.05,Hungary,Data Warehouse Specialist
Yes,1,0.02,Hungary,Data Acquisition Technician
Yes,2,0.04,Hungary,Database Coordinator
Yes,1,0.02,Hungary,Electronic Data Processing Auditor (EDP Auditor)
Yes,1,0.02,Hungary,Database Programmer
Yes,1,0.02,Hungary,Data Processing Manager
Yes,1,0.02,Hungary,Data Processing Auditor
Yes,1,0.02,Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,2,0.04,Hungary,SQL Database Administrator
Yes,4,0.07,Hungary,Data Miner
Yes,2,0.04,Hungary,Database Consultant
Yes,1,0.02,Ireland,Database Security Administrator
Yes,1,0.02,Ireland,Database Tester
Yes,1,0.02,Ireland,Data Processing Mechanic
Yes,1,0.02,Ireland,Data Systems Manager
Yes,1,0.02,Ireland,Electronic Data Processing Auditor (EDP Auditor)
Yes,1,0.02,Ireland,Automatic Data Processing Planner (ADP Planner)
Yes,1,0.02,Ireland,Data Warehousing Manager
Yes,1,0.02,Ireland,Data Architect
Yes,1,0.02,Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Ireland,SQL Database Administrator
Yes,1,0.02,Ireland,Data Miner
Yes,1,0.02,Ireland,Database Consultant
Yes,1,0.02,Ireland,Reference Data Expert
Yes,1,0.02,Italy,Data Reduction Technician
Yes,1,0.02,Italy,Marketing Database Analyst
Yes,2,0.04,Italy,Data Coordinator
Yes,1,0.02,Italy,Data Communications Technician
Yes,1,0.02,Italy,Data Entry Clerk
Yes,1,0.02,Italy,Database Administration Project Manager
Yes,2,0.04,Italy,Database Security Administrator
Yes,1,0.02,Italy,Database Administrator (DBA)
Yes,1,0.02,Italy,Flight Data Technician
Yes,4,0.07,Italy,Database Tester
Yes,2,0.04,Italy,Weight in Motion Field Data Collection Technician
Yes,1,0.02,Italy,Electronic Data Interchange System Developer (EDI System Developer)
Yes,3,0.05,Italy,Data Administrator
Yes,1,0.02,Italy,"Operations Officer, Afloat (Naval Tactical Data Systems)"
Yes,1,0.02,Italy,Database Engineer
Yes,2,0.04,Italy,Data Storage Specialist
Yes,1,0.02,Italy,SCADA Technician (Supervisory Control and Data Acquisition Technician)
Yes,2,0.04,Italy,Database Administration Manager
Yes,1,0.02,Italy,Data Management Associate
Yes,1,0.02,Italy,Data Modeling Specialist
Yes,1,0.02,Italy,Data Entry Specialist
Yes,3,0.05,Italy,Database Software Technician
Yes,1,0.02,Italy,Head of Information Systems and Data Processing
Yes,1,0.02,Italy,Data Entry Supervisor
Yes,1,0.02,Italy,Data Warehousing Engineer
Yes,3,0.05,Italy,Data Warehousing Specialist
Yes,2,0.04,Italy,Geographic Information Systems Data Specialist (GIS Data Specialist)
Yes,4,0.07,Italy,Database Development and Administration Project Manager
Yes,1,0.02,Italy,Data Warehouse Analyst
Yes,1,0.02,Italy,Field Artillery Automated Tactical Data System Specialist
Yes,2,0.04,Italy,Database Modeler
Yes,1,0.02,Italy,Data Base Design Analyst
Yes,1,0.02,Italy,Flight Test Data Acquisition Technician
Yes,1,0.02,Italy,Data Capture Clerk
Yes,1,0.02,Italy,Database Designer
Yes,1,0.02,Italy,Geographic Information Systems Data Manager (GIS Data Manager)
Yes,2,0.04,Italy,Database Design Analyst
Yes,1,0.02,Italy,Databases Software Consultant
Yes,1,0.02,Italy,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,2,0.04,Italy,Data Management Information Technology Specialist
Yes,5,0.09,Italy,Data Officer
Yes,4,0.07,Italy,Data Warehouse Architect
Yes,1,0.02,Italy,Data Warehouse Specialist
Yes,1,0.02,Italy,Database Coordinator
Yes,1,0.02,Italy,Data Systems Manager
Yes,2,0.04,Italy,Data Warehouse Developer
Yes,2,0.04,Italy,Automatic Data Processing Planner
Yes,1,0.02,Italy,Data Processing Consultant
Yes,1,0.02,Italy,Data Scientist
Yes,1,0.02,Italy,Data Operations Director
Yes,2,0.04,Italy,Electronic Data Processing Auditor (EDP Auditor)
Yes,2,0.04,Italy,Internet Database Specialist
Yes,3,0.05,Italy,Data Entry Representative
Yes,1,0.02,Italy,Automatic Data Processing Planner (ADP Planner)
Yes,5,0.09,Italy,Database Manager
Yes,2,0.04,Italy,Data Compiler
Yes,1,0.02,Italy,Database Development Project Manager
Yes,1,0.02,Italy,Data Specialist
Yes,1,0.02,Italy,Data Processing Supervisor
Yes,1,0.02,Italy,Data Processing Systems Project Planner
Yes,1,0.02,Italy,Data Entry Operator
Yes,4,0.07,Italy,Database Architect
Yes,1,0.02,Italy,Data Center Operator
Yes,4,0.07,Italy,Data Processing Auditor
Yes,2,0.04,Italy,Data Communications Analyst
Yes,1,0.02,Italy,Scientific Database Curator
Yes,2,0.04,Italy,Oracle Database Administrator (Oracle DBA)
Yes,5,0.09,Italy,Data Warehousing Manager
Yes,1,0.02,Italy,Data Sciences Director
Yes,3,0.05,Italy,Data Architect
Yes,3,0.05,Italy,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Italy,SQL Database Administrator
Yes,2,0.04,Italy,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,2,0.04,Italy,Director of Data Operations
Yes,2,0.04,Italy,Data Miner
Yes,4,0.07,Italy,Database Consultant
Yes,1,0.02,Italy,Database Security Expert
Yes,1,0.02,Italy,Databases Computer Consultant
Yes,1,0.02,Italy,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller"
Yes,1,0.02,Italy,Data Processor
Yes,1,0.02,Italy,Clinical Data Analyst
Yes,2,0.04,Italy,Computer or Data Processing Systems Consultant
Yes,1,0.02,Italy,Data Transcriber
Yes,1,0.02,Luxembourg,Data Conversion Operator
Yes,1,0.02,Luxembourg,Data Storage Specialist
Yes,1,0.02,Luxembourg,Database Design Analyst
Yes,1,0.02,Luxembourg,Data Communications Software Consultant
Yes,1,0.02,Latvia,Head of Information Systems and Data Processing
Yes,1,0.02,Latvia,Database Design Analyst
Yes,1,0.02,Latvia,Data Processing Clerk
Yes,1,0.02,Latvia,Data Processing Manager
Yes,1,0.02,Latvia,Data Processing Systems Project Planner
Yes,1,0.02,Latvia,Director of Data Operations
Yes,1,0.02,Malta,Database Coordinator
Yes,1,0.02,Malta,Data Scientist
Yes,2,0.04,Netherlands,Data Processing Equipment Repairer
Yes,1,0.02,Netherlands,Database Analyst
Yes,1,0.02,Netherlands,Data Coordinator
Yes,3,0.05,Netherlands,Database Marketing Analyst
Yes,1,0.02,Netherlands,Database Administration Project Manager
Yes,1,0.02,Netherlands,Database Security Administrator
Yes,1,0.02,Netherlands,Database Tester
Yes,1,0.02,Netherlands,Data Collector
Yes,1,0.02,Netherlands,Data Entry Supervisor
Yes,1,0.02,Netherlands,Data Warehousing Engineer
Yes,1,0.02,Netherlands,Data Warehouse Analyst
Yes,2,0.04,Netherlands,Database Modeler
Yes,1,0.02,Netherlands,Data Analysis Assistant
Yes,1,0.02,Netherlands,Database Administration Associate
Yes,1,0.02,Netherlands,Automatic Data Processing Systems Security Specialist (ADP Systems Security)
Yes,1,0.02,Netherlands,Data Control Assistant
Yes,1,0.02,Netherlands,Electronic Data Processing Auditor (EDP Auditor)
Yes,1,0.02,Netherlands,Internet Database Specialist
Yes,1,0.02,Netherlands,Data Security Analyst
Yes,2,0.04,Netherlands,"Engineer, System Electronic Data Processing (Engineer, System EDP)"
Yes,1,0.02,Netherlands,Data Compiler
Yes,3,0.05,Netherlands,Data Processing Manager
Yes,1,0.02,Netherlands,Data Technician
Yes,1,0.02,Netherlands,Database Architect
Yes,1,0.02,Netherlands,Data Examination Clerk
Yes,1,0.02,Netherlands,Data Center Operator
Yes,1,0.02,Netherlands,SCADA Operator (Supervisory Control and Data Acquisition Operator)
Yes,1,0.02,Netherlands,Data Processing Auditor
Yes,3,0.05,Netherlands,Oracle Database Administrator (Oracle DBA)
Yes,1,0.02,Netherlands,Geographic Information Systems Database Administrator (GIS Database Administrator)
Yes,1,0.02,Netherlands,Automatic Data Processing Customer Liaison (ADP Customer Liaison)
Yes,1,0.02,Netherlands,Director of Data Operations
Yes,1,0.02,Netherlands,Database Consultant
Yes,2,0.04,Netherlands,Data Processing Systems Analyst
Yes,1,0.02,Netherlands,Data Analyst
Yes,1,0.02,Netherlands,Data Security Administrator
